method,test_index,original_score,target_threshold,status,cf_score,reason,message,cf_array_file,meta_donor_idx,meta_alpha,meta_donor_distance,meta_score_before,meta_score_after,meta_strict_donor_threshold,meta_shortlist_size,meta_n_attempts,meta_constraint_violation,meta_constraint_breakdown,meta_runtime_ms,meta_changed_features,meta_changed_timesteps,meta_top_changed_features,meta_top_changed_timesteps,meta_edit_mask,meta_delta_l1,meta_delta_l2,meta_segment_start,meta_segment_end,meta_context_start,meta_context_end,meta_segment_distance,meta_smoothing_used,meta_n_segments_considered,meta_n_candidates_evaluated,meta_motif_length,meta_chosen_motif_source,meta_shape_distance,meta_boundary_penalty,meta_motif_rank_score,meta_affine_a,meta_affine_b,meta_pareto_size,meta_best_objectives,meta_best_objective_names,meta_top_solutions,meta_generations,meta_population_size,meta_warning,meta_threshold,meta_valid,meta_mutation_sigma,meta_structured_mutation_weight,meta_use_plausibility_objective,meta_history_best_validity,meta_history_best_proximity,meta_random_seed
motif,492,2.5718791484832764,2.240555763244629,failed,,no_valid_cf,Motif search did not produce a valid counterfactual.,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5718790665522717,2.725056520263086,2.240555763244629,"[4, 5, 6, 8]",6.0,30.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",692.8205750882626,,,,,,,,,,,,,,,
genetic,492,2.5718791484832764,2.240555763244629,success,2.1011004687545562,N/A,N/A,cf_genetic_window_492.npy,,,,,,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0, 'validity': 0.0}",7546.867873519659,"[2, 5, 3, 4, 0, 1]","[1, 3, 4, 2, 22, 12, 14, 11, 20, 16, 5, 19, 15, 10, 9, 13, 17, 6, 7, 8, 18, 21, 23, 0]","[{'feature': 2, 'abs_delta_sum': 5.009966438095382}, {'feature': 5, 'abs_delta_sum': 4.261553574639242}, {'feature': 3, 'abs_delta_sum': 4.240137015756102}]","[{'timestep': 1, 'abs_delta_sum': 2.0844302319375436}, {'timestep': 3, 'abs_delta_sum': 1.912574803186869}, {'timestep': 4, 'abs_delta_sum': 1.7524072149480194}]","[[ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]]",23.452077178310677,2.7994232139155693,,,,,,,,,,,,,,,,,,50.0,"[2.1011004687545562, 7.836770330609376, 1.0, 4.773929755992977]","['validity', 'proximity', 'sparsity', 'plausibility']","[{'score_cf': 2.1011004687545562, 'proximity': 7.836770330609376, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.7870321515095953, 'proximity': 13.030176331079142, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.7010056021718898, 'proximity': 15.479872142163853, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.9561103345901436, 'proximity': 15.813506793109262, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.677111055518207, 'proximity': 16.139692352307993, 'sparsity': 1.0, 'violation': 0.0}]",20.0,50.0,None,2.240555763244629,True,0.05,0.35,True,"[0.3410896669843042, 0.2216089915899214, 0.21964949423097813, 0.21964949423097813, 0.21964949423097813, 0.21964949423097813, 0.21964949423097813, 0.21964949423097813, 0.21964949423097813, 0.21964949423097813, 0.21964949423097813, 0.21964949423097813, 0.21964949423097813, 0.21770592497919541, 0.21770592497919541, 0.21770592497919541, 0.21032641576432062, 0.21032641576432062, 0.21032641576432062, 0.21032641576432062]","[370.35058558352705, 235.29156867491827, 234.74831792907582, 234.74831792907582, 234.74831792907582, 234.74831792907582, 234.74831792907582, 234.74831792907582, 234.74831792907582, 234.74831792907582, 234.74831792907582, 234.74831792907582, 234.74831792907582, 235.0333157121456, 235.0333157121456, 235.0333157121456, 228.5226875103175, 228.5226875103175, 228.5226875103175, 228.5226875103175]",42.0
nearest,493,4.864751815795898,2.240555763244629,success,1.0738056675548833,N/A,N/A,cf_nearest_window_493.npy,42.0,0.75,1.583422605204337,4.864750054813379,1.0738056675548833,2.240555763244629,10.0,50.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",233.40076953172684,"[2, 5, 1, 3, 0, 4]","[21, 20, 23, 16, 19, 15, 12, 14, 13, 11, 22, 10, 9, 18, 5, 3, 4, 7, 17, 6, 8, 0, 2, 1]","[{'feature': 2, 'abs_delta_sum': 54.93099082901317}, {'feature': 5, 'abs_delta_sum': 22.78857722177277}, {'feature': 1, 'abs_delta_sum': 18.821107920941444}]","[{'timestep': 21, 'abs_delta_sum': 24.259563509276525}, {'timestep': 20, 'abs_delta_sum': 12.892114680108948}, {'timestep': 23, 'abs_delta_sum': 10.139902006894516}]","[[ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True False  True]
 [ True  True False  True False  True]
 [ True  True  True  True False  True]
 [ True  True  True  True False  True]
 [ True  True False  True False  True]
 [ True  True False  True False  True]
 [ True  True  True  True False  True]
 [ True  True  True  True False  True]
 [ True  True  True  True False  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]]",130.1542081119273,29.005401439821505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
segment,493,4.864751815795898,2.240555763244629,success,0.7505302906818384,N/A,N/A,cf_segment_window_493.npy,69.0,,,4.864750054813379,0.7505302906818384,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",38.103584200143814,"[2, 3, 1, 5, 0, 4]","[21, 22, 20, 19, 23, 0, 2, 1, 8, 9, 10, 3, 4, 5, 6, 7, 15, 14, 13, 12, 11, 18, 16, 17]","[{'feature': 2, 'abs_delta_sum': 66.15345132096209}, {'feature': 3, 'abs_delta_sum': 4.396086536427053}, {'feature': 1, 'abs_delta_sum': 4.390344591233525}]","[{'timestep': 21, 'abs_delta_sum': 28.69775182107895}, {'timestep': 22, 'abs_delta_sum': 24.360073677773496}, {'timestep': 20, 'abs_delta_sum': 14.481734108293542}]","[[False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [ True  True  True  True False  True]
 [ True  True  True  True False  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]]",79.77865989342801,36.15618574694491,19.0,23.0,17.0,23.0,31.617852448873865,True,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,
motif,493,4.864751815795898,2.240555763244629,failed,,no_valid_cf,Motif search did not produce a valid counterfactual.,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,4.864750054813379,2.995869362124972,2.240555763244629,"[4, 5, 6]",6.0,30.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",703.066747635603,,,,,,,,,,,,,,,
genetic,493,4.864751815795898,2.240555763244629,success,2.1037836215709844,N/A,N/A,cf_genetic_window_493.npy,,,,,,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0, 'validity': 0.0}",7523.7932950258255,"[2, 5, 1, 3, 0, 4]","[21, 22, 11, 12, 14, 10, 18, 19, 15, 16, 23, 13, 9, 3, 4, 2, 5, 17, 8, 1, 6, 7, 0, 20]","[{'feature': 2, 'abs_delta_sum': 16.840797455496777}, {'feature': 5, 'abs_delta_sum': 13.972862889556323}, {'feature': 1, 'abs_delta_sum': 8.017618511279016}]","[{'timestep': 21, 'abs_delta_sum': 4.45635806659053}, {'timestep': 22, 'abs_delta_sum': 3.9496571862502243}, {'timestep': 11, 'abs_delta_sum': 3.5430702755713677}]","[[ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]]",57.8433950193824,7.896434846993215,,,,,,,,,,,,,,,,,,50.0,"[2.1037836215709844, 62.35368329280876, 1.0, 3.6074001040213894]","['validity', 'proximity', 'sparsity', 'plausibility']","[{'score_cf': 2.1037836215709844, 'proximity': 62.35368329280876, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 2.0926406331052565, 'proximity': 65.02982431977404, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 2.0218039309998006, 'proximity': 67.9728234427243, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.8851677547280596, 'proximity': 78.60799758966203, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.8135493647110106, 'proximity': 84.97203383301947, 'sparsity': 1.0, 'violation': 0.0}]",20.0,50.0,None,2.240555763244629,True,0.05,0.35,True,"[0.2654089648420628, 0.2654089648420628, 0.2654089648420628, 0.2654089648420628, 0.2654089648420628, 0.2654089648420628, 0.2654089648420628, 0.25704558834833463, 0.25704558834833463, 0.24541955482393715, 0.24268017999949323, 0.24268017999949323, 0.24268017999949323, 0.24268017999949323, 0.24268017999949323, 0.24268017999949323, 0.24268017999949323, 0.24268017999949323, 0.24268017999949323, 0.24268017999949323]","[700.5240078931265, 700.5240078931265, 700.5240078931265, 700.5240078931265, 700.5240078931265, 700.5240078931265, 700.5240078931265, 700.3717358566523, 700.3717358566523, 706.0750229171034, 703.3955770316081, 703.3955770316081, 703.3955770316081, 703.3955770316081, 703.3955770316081, 703.3955770316081, 703.3955770316081, 703.3955770316081, 703.3955770316081, 703.3955770316081]",42.0
nearest,494,5.535493850708008,2.240555763244629,success,1.01892214318565,N/A,N/A,cf_nearest_window_494.npy,43.0,0.75,1.582866397775795,5.535494510801924,1.01892214318565,2.240555763244629,10.0,50.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",231.48153349757195,"[2, 5, 1, 3, 0, 4]","[20, 19, 22, 15, 18, 14, 11, 13, 12, 10, 21, 9, 8, 23, 17, 4, 2, 3, 6, 16, 5, 7, 1, 0]","[{'feature': 2, 'abs_delta_sum': 56.70295827511036}, {'feature': 5, 'abs_delta_sum': 22.516507293146063}, {'feature': 1, 'abs_delta_sum': 19.008196468863332}]","[{'timestep': 20, 'abs_delta_sum': 24.259563509276525}, {'timestep': 19, 'abs_delta_sum': 12.892114680108948}, {'timestep': 22, 'abs_delta_sum': 10.139902006894516}]","[[ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True False  True]
 [ True  True False  True False  True]
 [ True  True  True  True False  True]
 [ True  True  True  True False  True]
 [ True  True False  True False  True]
 [ True  True False  True False  True]
 [ True  True  True  True False  True]
 [ True  True  True  True False  True]
 [ True  True  True  True False  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]]",131.26474289999686,29.043909372874754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
segment,494,5.535493850708008,2.240555763244629,success,0.8227589456054764,N/A,N/A,cf_segment_window_494.npy,69.0,,,5.535494510801924,0.8227589456054764,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",38.237351924180984,"[2, 3, 1, 5, 0, 4]","[20, 21, 19, 18, 22, 0, 2, 1, 8, 9, 10, 3, 4, 5, 6, 7, 15, 14, 13, 12, 11, 17, 16, 23]","[{'feature': 2, 'abs_delta_sum': 66.15345132096209}, {'feature': 3, 'abs_delta_sum': 4.839728296983926}, {'feature': 1, 'abs_delta_sum': 4.639795988462702}]","[{'timestep': 20, 'abs_delta_sum': 31.54494525739553}, {'timestep': 21, 'abs_delta_sum': 19.246776064804838}, {'timestep': 19, 'abs_delta_sum': 17.5330482431869}]","[[False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [ True  True  True  True  True  True]
 [ True  True  True  True False  True]
 [ True  True  True  True False  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [False False False False False False]]",82.38860468947095,36.659383402098,18.0,22.0,16.0,23.0,28.89814212614233,True,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,
motif,494,5.535493850708008,2.240555763244629,failed,,no_valid_cf,Motif search did not produce a valid counterfactual.,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,5.535494510801924,2.348868346736172,2.240555763244629,"[4, 5, 6, 8]",4.0,20.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",460.2332152426243,,,,,,,,,,,,,,,
genetic,494,5.535493850708008,2.240555763244629,success,2.0272360030692487,N/A,N/A,cf_genetic_window_494.npy,,,,,,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0, 'validity': 0.0}",7513.508014380932,"[2, 5, 1, 0, 3, 4]","[20, 21, 3, 18, 13, 10, 4, 1, 11, 5, 9, 12, 17, 14, 15, 23, 2, 8, 22, 0, 7, 16, 6, 19]","[{'feature': 2, 'abs_delta_sum': 22.31601381613642}, {'feature': 5, 'abs_delta_sum': 19.120473830101513}, {'feature': 1, 'abs_delta_sum': 9.971595393973246}]","[{'timestep': 20, 'abs_delta_sum': 6.654149997942492}, {'timestep': 21, 'abs_delta_sum': 6.005491347381062}, {'timestep': 3, 'abs_delta_sum': 3.9832732823111208}]","[[ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]]",75.12637435575303,11.03027690444259,,,,,,,,,,,,,,,,,,50.0,"[2.0272360030692487, 121.66700858867962, 1.0, 3.7714984464725765]","['validity', 'proximity', 'sparsity', 'plausibility']","[{'score_cf': 2.0272360030692487, 'proximity': 121.66700858867962, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.8760707782544923, 'proximity': 125.14847880763296, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.8787236941227174, 'proximity': 125.27557851196444, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.8036466099292692, 'proximity': 127.85175256599393, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.7783314761738016, 'proximity': 133.1309979864926, 'sparsity': 1.0, 'violation': 0.0}]",20.0,50.0,None,2.240555763244629,True,0.05,0.35,True,"[0.24729453097787998, 0.24729453097787998, 0.24729453097787998, 0.24729453097787998, 0.24729453097787998, 0.24729453097787998, 0.24729453097787998, 0.24729453097787998, 0.24398043011184348, 0.24398043011184348, 0.24398043011184348, 0.23518775495951272, 0.23518775495951272, 0.23518775495951272, 0.23518775495951272, 0.23518775495951272, 0.23518775495951272, 0.23509617938969365, 0.23509617938969365, 0.23509617938969365]","[797.111209555477, 797.111209555477, 797.111209555477, 797.111209555477, 797.111209555477, 797.111209555477, 797.111209555477, 797.111209555477, 796.9855344244451, 796.9855344244451, 796.9855344244451, 795.1342206073452, 795.1342206073452, 795.1342206073452, 795.1342206073452, 795.1342206073452, 795.1342206073452, 780.0665011179146, 780.0665011179146, 780.0665011179146]",42.0
nearest,495,5.396148204803467,2.240555763244629,success,1.057959066392663,N/A,N/A,cf_nearest_window_495.npy,44.0,0.75,1.6504650067514266,5.39615022418122,1.057959066392663,2.240555763244629,10.0,50.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",233.8101789355278,"[2, 5, 1, 3, 0, 4]","[19, 18, 21, 23, 14, 17, 13, 10, 12, 11, 9, 20, 8, 7, 22, 16, 3, 1, 2, 5, 15, 4, 6, 0]","[{'feature': 2, 'abs_delta_sum': 63.79082805949917}, {'feature': 5, 'abs_delta_sum': 22.124726595923608}, {'feature': 1, 'abs_delta_sum': 19.943639208472746}]","[{'timestep': 19, 'abs_delta_sum': 24.259563509276525}, {'timestep': 18, 'abs_delta_sum': 12.892114680108948}, {'timestep': 21, 'abs_delta_sum': 10.139902006894516}]","[[ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True False  True]
 [ True  True False  True False  True]
 [ True  True  True  True False  True]
 [ True  True  True  True False  True]
 [ True  True False  True False  True]
 [ True  True False  True False  True]
 [ True  True  True  True False  True]
 [ True  True  True  True False  True]
 [ True  True  True  True False  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]]",138.8313974705459,29.908902931507026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
segment,495,5.396148204803467,2.240555763244629,success,1.3730671154760703,N/A,N/A,cf_segment_window_495.npy,39.0,,,5.39615022418122,1.3730671154760703,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",38.59001025557518,"[2, 5, 3, 0, 1, 4]","[19, 20, 18, 22, 21, 17, 0, 1, 8, 9, 2, 3, 4, 5, 6, 7, 15, 14, 13, 12, 11, 10, 16, 23]","[{'feature': 2, 'abs_delta_sum': 61.428204798036234}, {'feature': 5, 'abs_delta_sum': 2.9746312196519686}, {'feature': 3, 'abs_delta_sum': 2.4198641484919396}]","[{'timestep': 19, 'abs_delta_sum': 25.205787417817028}, {'timestep': 20, 'abs_delta_sum': 18.206774578658596}, {'timestep': 18, 'abs_delta_sum': 14.864178126806587}]","[[False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True False  True]
 [ True  True  True  True  True  True]
 [False  True  True  True  True  True]
 [False False False False False False]]",69.08058193115104,32.45223401212028,17.0,22.0,15.0,23.0,20.042084356561507,True,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,
motif,495,5.396148204803467,2.240555763244629,success,2.091947381583676,N/A,N/A,cf_motif_window_495.npy,,,,5.39615022418122,2.091947381583676,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",460.07679030299187,"[2, 5, 3, 0, 1, 4]","[19, 20, 18, 17, 22, 15, 21, 16, 7, 0, 2, 1, 4, 5, 6, 3, 14, 13, 12, 11, 9, 10, 8, 23]","[{'feature': 2, 'abs_delta_sum': 74.95552844916548}, {'feature': 5, 'abs_delta_sum': 22.202100662964327}, {'feature': 3, 'abs_delta_sum': 19.008335046318194}]","[{'timestep': 19, 'abs_delta_sum': 39.75631455715165}, {'timestep': 20, 'abs_delta_sum': 30.18622140709691}, {'timestep': 18, 'abs_delta_sum': 22.649326533064702}]","[[False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [False False False False False False]]",144.55955746262993,41.77777481888593,15.0,22.0,,,,,4.0,20.0,8.0,"{'donor_idx': 91, 'segment_start': 3, 'segment_end': 10}",3.8135171069083222,9.665845270653557,5.746686161039034,0.7084079221966729,2.669306924883631,,,,,,,,,,,,,,,
genetic,495,5.396148204803467,2.240555763244629,success,2.2046946298612724,N/A,N/A,cf_genetic_window_495.npy,,,,,,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0, 'validity': 0.0}",7421.978496015072,"[2, 5, 1, 3, 0, 4]","[19, 20, 1, 0, 17, 3, 2, 10, 16, 9, 11, 8, 12, 5, 14, 13, 7, 22, 21, 18, 23, 4, 6, 15]","[{'feature': 2, 'abs_delta_sum': 17.631647693665947}, {'feature': 5, 'abs_delta_sum': 16.735203526938317}, {'feature': 1, 'abs_delta_sum': 8.381908507146678}]","[{'timestep': 19, 'abs_delta_sum': 4.871716727020022}, {'timestep': 20, 'abs_delta_sum': 4.722185698216891}, {'timestep': 1, 'abs_delta_sum': 3.92842103864072}]","[[ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]]",63.209635567163104,8.599962539573628,,,,,,,,,,,,,,,,50.0,"[2.2046946298612724, 73.9593556820697, 1.0, 4.718781356627762]","['validity', 'proximity', 'sparsity', 'plausibility']","[{'score_cf': 2.2046946298612724, 'proximity': 73.9593556820697, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 2.116429390153705, 'proximity': 78.13852102085006, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 2.0446396241546565, 'proximity': 82.69850974764825, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.9756352004801687, 'proximity': 83.82442285285389, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.8982441851581868, 'proximity': 92.61331327745958, 'sparsity': 1.0, 'violation': 0.0}]",20.0,50.0,None,2.240555763244629,True,0.05,0.35,True,"[0.24159764079523463, 0.24159764079523463, 0.24159764079523463, 0.24159764079523463, 0.24159764079523463, 0.24159764079523463, 0.24159764079523463, 0.24159764079523463, 0.24159764079523463, 0.24159764079523463, 0.24159764079523463, 0.24159764079523463, 0.2285540066291604, 0.2285540066291604, 0.2285540066291604, 0.2285540066291604, 0.2285540066291604, 0.22416804342197127, 0.22416804342197127, 0.22416804342197127]","[777.0456322820957, 777.0456322820957, 777.0456322820957, 777.0456322820957, 777.0456322820957, 777.0456322820957, 777.0456322820957, 777.0456322820957, 777.0456322820957, 777.0456322820957, 777.0456322820957, 777.0456322820957, 777.2893522407484, 777.2893522407484, 777.2893522407484, 777.2893522407484, 777.2893522407484, 723.2953556290997, 723.2953556290997, 723.2953556290997]",42.0
